sale_id,product_id,quantity_sold,sale_date,name,category,shelf_life_days,current_stock,rolling_avg_7d,rolling_avg_14d,rolling_std_7d,weekly_total,day_of_week,days_until_stockout
292,4,18,2024-01-22,Lettuce,Perishable,3,54,15.43,14.21,5.97,108,0,3.5
293,4,0,2024-01-23,Lettuce,Perishable,3,54,13.43,13.14,8.38,94,1,4.0
294,4,16,2024-01-24,Lettuce,Perishable,3,90,14.86,13.5,7.73,104,2,6.1
295,4,18,2024-01-25,Lettuce,Perishable,3,72,16.0,14.79,7.48,112,3,4.5
296,4,13,2024-01-26,Lettuce,Perishable,3,59,15.29,14.79,7.5,107,4,3.9
297,4,21,2024-01-27,Lettuce,Perishable,3,90,14.86,14.71,6.99,104,5,6.1
298,4,22,2024-01-28,Lettuce,Perishable,3,68,15.43,15.29,7.44,108,6,4.4
299,4,16,2024-01-29,Lettuce,Perishable,3,52,15.14,15.29,7.36,106,0,3.4
300,4,22,2024-01-30,Lettuce,Perishable,3,90,18.29,15.86,3.5,128,1,4.9
301,4,14,2024-01-31,Lettuce,Perishable,3,76,18.0,16.43,3.79,126,2,4.2
302,4,21,2024-02-01,Lettuce,Perishable,3,55,18.43,17.21,3.95,129,3,3.0
303,4,25,2024-02-02,Lettuce,Perishable,3,90,20.14,17.71,3.8,141,4,4.5
304,4,30,2024-02-03,Lettuce,Perishable,3,60,21.43,18.14,5.35,150,5,2.8
305,4,26,2024-02-04,Lettuce,Perishable,3,90,22.0,18.71,5.63,154,6,4.1
306,4,21,2024-02-05,Lettuce,Perishable,3,69,22.71,18.93,5.02,159,0,3.0
307,4,15,2024-02-06,Lettuce,Perishable,3,54,21.71,20.0,5.82,152,1,2.5
308,4,13,2024-02-07,Lettuce,Perishable,3,90,21.57,19.79,6.05,151,2,4.2
309,4,0,2024-02-08,Lettuce,Perishable,3,90,18.57,18.5,10.18,130,3,4.8
310,4,16,2024-02-09,Lettuce,Perishable,3,74,17.29,18.71,9.79,121,4,4.3
311,4,24,2024-02-10,Lettuce,Perishable,3,50,16.43,18.93,8.7,115,5,3.0
312,4,10,2024-02-11,Lettuce,Perishable,3,90,14.14,18.07,7.82,99,6,6.4
313,4,19,2024-02-12,Lettuce,Perishable,3,71,13.86,18.29,7.56,97,0,5.1
314,4,20,2024-02-13,Lettuce,Perishable,3,51,14.57,18.14,7.91,102,1,3.5
315,4,13,2024-02-14,Lettuce,Perishable,3,90,14.57,18.07,7.91,102,2,6.2
316,4,16,2024-02-15,Lettuce,Perishable,3,74,16.86,17.71,4.63,118,3,4.4
317,4,18,2024-02-16,Lettuce,Perishable,3,56,17.14,17.21,4.63,120,4,3.3
318,4,17,2024-02-17,Lettuce,Perishable,3,90,16.14,16.29,3.53,113,5,5.6
319,4,15,2024-02-18,Lettuce,Perishable,3,75,16.86,15.5,2.41,118,6,4.4
320,4,6,2024-02-19,Lettuce,Perishable,3,69,15.0,14.43,4.55,105,0,4.6
321,4,14,2024-02-20,Lettuce,Perishable,3,55,14.14,14.36,3.98,99,1,3.9
322,4,19,2024-02-21,Lettuce,Perishable,3,90,15.0,14.79,4.32,105,2,6.0
323,4,16,2024-02-22,Lettuce,Perishable,3,74,15.0,15.93,4.32,105,3,4.9
324,4,29,2024-02-23,Lettuce,Perishable,3,90,16.57,16.86,6.85,116,4,5.4
325,4,21,2024-02-24,Lettuce,Perishable,3,69,17.14,16.64,7.06,120,5,4.0
326,4,14,2024-02-25,Lettuce,Perishable,3,55,17.0,16.93,7.12,119,6,3.2
327,4,13,2024-02-26,Lettuce,Perishable,3,90,18.0,16.5,5.66,126,0,5.0
328,4,14,2024-02-27,Lettuce,Perishable,3,76,18.0,16.07,5.66,126,1,4.2
329,4,11,2024-02-28,Lettuce,Perishable,3,65,16.86,15.93,6.2,118,2,3.9
330,4,18,2024-02-29,Lettuce,Perishable,3,47,17.14,16.07,6.2,120,3,2.7
331,4,25,2024-03-01,Lettuce,Perishable,3,90,16.57,16.57,5.0,116,4,5.4
332,4,23,2024-03-02,Lettuce,Perishable,3,67,16.86,17.0,5.34,118,5,4.0
333,4,17,2024-03-03,Lettuce,Perishable,3,50,17.29,17.14,5.19,121,6,2.9
334,4,18,2024-03-04,Lettuce,Perishable,3,90,18.0,18.0,4.83,126,0,5.0
335,4,11,2024-03-05,Lettuce,Perishable,3,79,17.57,17.79,5.35,123,1,4.5
336,4,20,2024-03-06,Lettuce,Perishable,3,59,18.86,17.86,4.53,132,2,3.1
337,4,18,2024-03-07,Lettuce,Perishable,3,90,18.86,18.0,4.53,132,3,4.8
338,4,22,2024-03-08,Lettuce,Perishable,3,68,18.43,17.5,3.95,129,4,3.7
339,4,27,2024-03-09,Lettuce,Perishable,3,90,19.0,17.93,4.9,133,5,4.7
340,4,21,2024-03-10,Lettuce,Perishable,3,69,19.57,18.43,4.86,137,6,3.5
341,4,18,2024-03-11,Lettuce,Perishable,3,51,19.57,18.79,4.86,137,0,2.6
342,4,20,2024-03-12,Lettuce,Perishable,3,90,20.86,19.21,3.08,146,1,4.3
343,4,10,2024-03-13,Lettuce,Perishable,3,80,19.43,19.14,5.16,136,2,4.1
344,4,12,2024-03-14,Lettuce,Perishable,3,68,18.57,18.71,5.88,130,3,3.7
345,4,20,2024-03-15,Lettuce,Perishable,3,48,18.29,18.36,5.74,128,4,2.6
346,4,23,2024-03-16,Lettuce,Perishable,3,90,17.71,18.36,4.86,124,5,5.1
347,4,18,2024-03-17,Lettuce,Perishable,3,72,17.29,18.43,4.64,121,6,4.2
348,4,18,2024-03-18,Lettuce,Perishable,3,54,17.29,18.43,4.64,121,0,3.1
349,4,13,2024-03-19,Lettuce,Perishable,3,90,16.29,18.57,4.72,114,1,5.5
350,4,17,2024-03-20,Lettuce,Perishable,3,73,17.29,18.36,3.82,121,2,4.2
351,4,19,2024-03-21,Lettuce,Perishable,3,54,18.29,18.43,3.04,128,3,3.0
352,4,17,2024-03-22,Lettuce,Perishable,3,90,17.86,18.07,2.97,125,4,5.0
353,4,0,2024-03-23,Lettuce,Perishable,3,90,14.57,16.14,6.7,102,5,6.2
354,4,21,2024-03-24,Lettuce,Perishable,3,69,15.0,16.14,7.05,105,6,4.6
355,4,13,2024-03-25,Lettuce,Perishable,3,56,14.29,15.79,6.95,100,0,3.9
356,4,17,2024-03-26,Lettuce,Perishable,3,90,14.86,15.57,6.99,104,1,6.1
357,4,14,2024-03-27,Lettuce,Perishable,3,76,14.43,15.86,6.92,101,2,5.3
358,4,19,2024-03-28,Lettuce,Perishable,3,57,14.43,16.36,6.92,101,3,4.0
359,4,22,2024-03-29,Lettuce,Perishable,3,90,15.14,16.5,7.47,106,4,5.9
360,4,31,2024-03-30,Lettuce,Perishable,3,59,19.57,17.07,6.05,137,5,3.0
361,5,29,2024-01-01,Carrots,Perishable,10,371,29.0,29.0,0.0,29,0,12.8
362,5,19,2024-01-02,Carrots,Perishable,10,352,24.0,24.0,7.07,48,1,14.7
363,5,19,2024-01-03,Carrots,Perishable,10,333,22.33,22.33,5.77,67,2,14.9
364,5,18,2024-01-04,Carrots,Perishable,10,315,21.25,21.25,5.19,85,3,14.8
365,5,24,2024-01-05,Carrots,Perishable,10,291,21.8,21.8,4.66,109,4,13.3
366,5,43,2024-01-06,Carrots,Perishable,10,248,25.33,25.33,9.61,152,5,9.8
367,5,28,2024-01-07,Carrots,Perishable,10,220,25.71,25.71,8.83,180,6,8.6
368,5,24,2024-01-08,Carrots,Perishable,10,400,25.0,25.5,8.72,175,0,16.0
369,5,22,2024-01-09,Carrots,Perishable,10,378,25.43,25.11,8.44,178,1,14.9
370,5,14,2024-01-10,Carrots,Perishable,10,364,24.71,24.0,9.25,173,2,14.7
371,5,21,2024-01-11,Carrots,Perishable,10,343,25.14,23.73,8.95,176,3,13.6
372,5,16,2024-01-12,Carrots,Perishable,10,327,24.0,23.08,9.61,168,4,13.6
373,5,33,2024-01-13,Carrots,Perishable,10,294,22.57,23.85,6.58,158,5,13.0
374,5,22,2024-01-14,Carrots,Perishable,10,272,21.71,23.71,6.13,152,6,12.5
375,5,17,2024-01-15,Carrots,Perishable,10,255,20.71,22.86,6.26,145,0,12.3
376,5,24,2024-01-16,Carrots,Perishable,10,231,21.0,23.21,6.38,147,1,11.0
377,5,13,2024-01-17,Carrots,Perishable,10,218,20.86,22.79,6.57,146,2,10.5
378,5,16,2024-01-18,Carrots,Perishable,10,202,20.14,22.64,6.82,141,3,10.0
379,5,29,2024-01-19,Carrots,Perishable,10,400,22.0,23.0,7.26,154,4,18.2
380,5,0,2024-01-20,Carrots,Perishable,10,400,17.29,19.93,9.34,121,5,23.1
381,5,24,2024-01-21,Carrots,Perishable,10,376,17.57,19.64,9.54,123,6,21.4
382,5,7,2024-01-22,Carrots,Perishable,10,369,16.14,18.43,10.35,113,0,22.9
383,5,14,2024-01-23,Carrots,Perishable,10,355,14.71,17.86,9.76,103,1,24.1
384,5,24,2024-01-24,Carrots,Perishable,10,331,16.29,18.57,10.31,114,2,20.3
385,5,15,2024-01-25,Carrots,Perishable,10,316,16.14,18.14,10.32,113,3,19.6
386,5,15,2024-01-26,Carrots,Perishable,10,301,14.14,18.07,8.63,99,4,21.3
387,5,35,2024-01-27,Carrots,Perishable,10,266,19.14,18.21,9.19,134,5,13.9
388,5,22,2024-01-28,Carrots,Perishable,10,244,18.86,18.21,9.04,132,6,12.9
389,5,27,2024-01-29,Carrots,Perishable,10,217,21.71,18.93,7.74,152,0,10.0
390,5,19,2024-01-30,Carrots,Perishable,10,400,22.43,18.57,7.11,157,1,17.8
391,5,23,2024-01-31,Carrots,Perishable,10,377,22.29,19.29,7.09,156,2,16.9
392,5,18,2024-02-01,Carrots,Perishable,10,359,22.71,19.43,6.65,159,3,15.8
393,5,23,2024-02-02,Carrots,Perishable,10,336,23.86,19.0,5.73,167,4,14.1
394,5,30,2024-02-03,Carrots,Perishable,10,306,23.14,21.14,4.22,162,5,13.2
395,5,27,2024-02-04,Carrots,Perishable,10,279,23.86,21.36,4.41,167,6,11.7
396,5,16,2024-02-05,Carrots,Perishable,10,263,22.29,22.0,5.02,156,0,11.8
397,5,19,2024-02-06,Carrots,Perishable,10,244,22.29,22.36,5.02,156,1,10.9
398,5,23,2024-02-07,Carrots,Perishable,10,221,22.29,22.29,5.02,156,2,9.9
399,5,23,2024-02-08,Carrots,Perishable,10,400,23.0,22.86,4.65,161,3,17.4
400,5,26,2024-02-09,Carrots,Perishable,10,374,23.43,23.64,4.79,164,4,16.0
401,5,27,2024-02-10,Carrots,Perishable,10,347,23.0,23.07,4.2,161,5,15.1
402,5,32,2024-02-11,Carrots,Perishable,10,315,23.71,23.79,5.28,166,6,13.3
403,5,22,2024-02-12,Carrots,Perishable,10,293,24.57,23.43,4.2,172,0,11.9
404,5,15,2024-02-13,Carrots,Perishable,10,278,24.0,23.14,5.23,168,1,11.6
405,5,20,2024-02-14,Carrots,Perishable,10,258,23.57,22.93,5.44,165,2,10.9
406,5,21,2024-02-15,Carrots,Perishable,10,237,23.29,23.14,5.53,163,3,10.2
407,5,27,2024-02-16,Carrots,Perishable,10,210,23.43,23.43,5.62,164,4,9.0
408,5,44,2024-02-17,Carrots,Perishable,10,400,25.86,24.43,9.65,181,5,15.5
409,5,21,2024-02-18,Carrots,Perishable,10,379,24.29,24.0,9.38,170,6,15.6
410,5,33,2024-02-19,Carrots,Perishable,10,346,25.86,25.21,9.84,181,0,13.4
411,5,12,2024-02-20,Carrots,Perishable,10,334,25.43,24.71,10.44,178,1,13.1
412,5,18,2024-02-21,Carrots,Perishable,10,316,25.14,24.36,10.64,176,2,12.6
413,5,18,2024-02-22,Carrots,Perishable,10,298,24.71,24.0,10.89,173,3,12.1
414,5,20,2024-02-23,Carrots,Perishable,10,278,23.71,23.57,10.97,166,4,11.7
415,5,0,2024-02-24,Carrots,Perishable,10,278,17.43,21.64,9.96,122,5,15.9
416,5,26,2024-02-25,Carrots,Perishable,10,252,18.14,21.21,10.43,127,6,13.9
417,5,24,2024-02-26,Carrots,Perishable,10,228,16.86,21.36,8.71,118,0,13.5
418,5,16,2024-02-27,Carrots,Perishable,10,212,17.43,21.43,8.46,122,1,12.2
419,5,11,2024-02-28,Carrots,Perishable,10,201,16.43,20.79,8.79,115,2,12.2
420,5,10,2024-02-29,Carrots,Perishable,10,400,15.29,20.0,9.07,107,3,26.2
421,5,36,2024-03-01,Carrots,Perishable,10,364,17.57,20.64,12.0,123,4,20.7
422,5,15,2024-03-02,Carrots,Perishable,10,349,19.71,18.57,9.39,138,5,17.7
423,5,37,2024-03-03,Carrots,Perishable,10,312,21.29,19.71,11.34,149,6,14.7
424,5,19,2024-03-04,Carrots,Perishable,10,293,20.57,18.71,11.3,144,0,14.2
425,5,22,2024-03-05,Carrots,Perishable,10,271,21.43,19.43,11.12,150,1,12.6
426,5,0,2024-03-06,Carrots,Perishable,10,271,19.86,18.14,13.38,139,2,13.6
427,5,25,2024-03-07,Carrots,Perishable,10,246,22.0,18.64,12.73,154,3,11.2
428,5,41,2024-03-08,Carrots,Perishable,10,205,22.71,20.14,13.74,159,4,9.0
429,5,27,2024-03-09,Carrots,Perishable,10,400,24.43,22.07,13.36,171,5,16.4
430,5,34,2024-03-10,Carrots,Perishable,10,366,24.0,22.64,12.94,168,6,15.2
431,5,21,2024-03-11,Carrots,Perishable,10,345,24.29,22.43,12.83,170,0,14.2
432,5,23,2024-03-12,Carrots,Perishable,10,322,24.43,22.93,12.8,171,1,13.2
433,5,22,2024-03-13,Carrots,Perishable,10,300,27.57,23.71,7.35,193,2,10.9
434,5,15,2024-03-14,Carrots,Perishable,10,285,26.14,24.07,8.76,183,3,10.9
435,5,25,2024-03-15,Carrots,Perishable,10,260,23.86,23.29,5.84,167,4,10.9
436,5,29,2024-03-16,Carrots,Perishable,10,231,24.14,24.29,6.07,169,5,9.6
437,5,23,2024-03-17,Carrots,Perishable,10,208,22.57,23.29,4.24,158,6,9.2
438,5,24,2024-03-18,Carrots,Perishable,10,400,23.0,23.64,4.2,161,0,17.4
439,5,19,2024-03-19,Carrots,Perishable,10,381,22.43,23.43,4.47,157,1,17.0
440,5,21,2024-03-20,Carrots,Perishable,10,360,22.29,24.93,4.5,156,2,16.2
441,5,20,2024-03-21,Carrots,Perishable,10,340,23.0,24.57,3.42,161,3,14.8
442,5,24,2024-03-22,Carrots,Perishable,10,316,22.86,23.36,3.34,160,4,13.8
443,5,26,2024-03-23,Carrots,Perishable,10,290,22.43,23.29,2.51,157,5,12.9
444,5,25,2024-03-24,Carrots,Perishable,10,265,22.71,22.64,2.69,159,6,11.7
445,5,19,2024-03-25,Carrots,Perishable,10,246,22.0,22.5,2.94,154,0,11.2
446,5,20,2024-03-26,Carrots,Perishable,10,226,22.14,22.29,2.79,155,1,10.2
447,5,0,2024-03-27,Carrots,Perishable,10,226,19.14,20.71,8.88,134,2,11.8
448,5,20,2024-03-28,Carrots,Perishable,10,206,19.14,21.07,8.88,134,3,10.8
449,5,26,2024-03-29,Carrots,Perishable,10,400,19.43,21.14,9.09,136,4,20.6
450,5,33,2024-03-30,Carrots,Perishable,10,367,20.43,21.43,10.24,143,5,18.0
451,6,61,2024-01-01,Whole Milk,Refrigerated,7,639,61.0,61.0,0.0,61,0,10.5
452,6,47,2024-01-02,Whole Milk,Refrigerated,7,592,54.0,54.0,9.9,108,1,11.0
453,6,45,2024-01-03,Whole Milk,Refrigerated,7,547,51.0,51.0,8.72,153,2,10.7
454,6,62,2024-01-04,Whole Milk,Refrigerated,7,485,53.75,53.75,9.0,215,3,9.0
455,6,68,2024-01-05,Whole Milk,Refrigerated,7,417,56.6,56.6,10.06,283,4,7.4
456,6,68,2024-01-06,Whole Milk,Refrigerated,7,700,58.5,58.5,10.13,351,5,12.0
457,6,64,2024-01-07,Whole Milk,Refrigerated,7,636,59.29,59.29,9.48,415,6,10.7
458,6,54,2024-01-08,Whole Milk,Refrigerated,7,582,58.29,58.62,9.64,408,0,10.0
459,6,50,2024-01-09,Whole Milk,Refrigerated,7,532,58.71,57.67,9.11,411,1,9.1
460,6,66,2024-01-10,Whole Milk,Refrigerated,7,466,61.71,58.5,7.06,432,2,7.6
461,6,65,2024-01-11,Whole Milk,Refrigerated,7,401,62.14,59.09,7.17,435,3,6.5
462,6,68,2024-01-12,Whole Milk,Refrigerated,7,700,62.14,59.83,7.17,435,4,11.3
463,6,83,2024-01-13,Whole Milk,Refrigerated,7,617,64.29,61.62,10.63,450,5,9.6
464,6,67,2024-01-14,Whole Milk,Refrigerated,7,550,64.71,62.0,10.67,453,6,8.5
465,6,48,2024-01-15,Whole Milk,Refrigerated,7,502,63.86,61.07,11.85,447,0,7.9
466,6,53,2024-01-16,Whole Milk,Refrigerated,7,449,64.29,61.5,11.31,450,1,7.0
467,6,42,2024-01-17,Whole Milk,Refrigerated,7,407,60.86,61.29,14.02,426,2,6.7
468,6,48,2024-01-18,Whole Milk,Refrigerated,7,359,58.43,60.29,14.64,409,3,6.1
469,6,0,2024-01-19,Whole Milk,Refrigerated,7,359,48.71,55.43,25.65,341,4,7.4
470,6,73,2024-01-20,Whole Milk,Refrigerated,7,700,47.29,55.79,23.62,331,5,14.8
471,6,57,2024-01-21,Whole Milk,Refrigerated,7,643,45.86,55.29,22.51,321,6,14.0
472,6,54,2024-01-22,Whole Milk,Refrigerated,7,589,46.71,55.29,22.71,327,0,12.6
473,6,55,2024-01-23,Whole Milk,Refrigerated,7,534,47.0,55.64,22.82,329,1,11.4
474,6,41,2024-01-24,Whole Milk,Refrigerated,7,493,46.86,53.86,22.86,328,2,10.5
475,6,57,2024-01-25,Whole Milk,Refrigerated,7,436,48.14,53.29,23.18,337,3,9.1
476,6,52,2024-01-26,Whole Milk,Refrigerated,7,384,55.57,52.14,9.45,389,4,6.9
477,6,65,2024-01-27,Whole Milk,Refrigerated,7,700,54.43,50.86,7.21,381,5,12.9
478,6,46,2024-01-28,Whole Milk,Refrigerated,7,654,52.86,49.36,7.73,370,6,12.4
479,6,57,2024-01-29,Whole Milk,Refrigerated,7,597,53.29,50.0,7.89,373,0,11.2
480,6,60,2024-01-30,Whole Milk,Refrigerated,7,537,54.0,50.5,8.29,378,1,9.9
481,6,46,2024-01-31,Whole Milk,Refrigerated,7,491,54.71,50.79,7.11,383,2,9.0
482,6,56,2024-02-01,Whole Milk,Refrigerated,7,435,54.57,51.36,7.07,382,3,8.0
483,6,49,2024-02-02,Whole Milk,Refrigerated,7,386,54.14,54.86,7.34,379,4,7.1
484,6,61,2024-02-03,Whole Milk,Refrigerated,7,700,53.57,54.0,6.45,375,5,13.1
485,6,61,2024-02-04,Whole Milk,Refrigerated,7,639,55.71,54.29,5.99,390,6,11.5
486,6,56,2024-02-05,Whole Milk,Refrigerated,7,583,55.57,54.43,5.97,389,0,10.5
487,6,44,2024-02-06,Whole Milk,Refrigerated,7,539,53.29,53.64,6.97,373,1,10.1
488,6,51,2024-02-07,Whole Milk,Refrigerated,7,488,54.0,54.36,6.32,378,2,9.0
489,6,58,2024-02-08,Whole Milk,Refrigerated,7,430,54.29,54.43,6.47,380,3,7.9
490,6,54,2024-02-09,Whole Milk,Refrigerated,7,376,55.0,54.57,6.06,385,4,6.8
491,6,75,2024-02-10,Whole Milk,Refrigerated,7,700,57.0,55.29,9.63,399,5,12.3
492,6,54,2024-02-11,Whole Milk,Refrigerated,7,646,56.0,55.86,9.5,392,6,11.5
493,6,64,2024-02-12,Whole Milk,Refrigerated,7,582,57.14,56.36,9.97,400,0,10.2
494,6,48,2024-02-13,Whole Milk,Refrigerated,7,534,57.71,55.5,9.18,404,1,9.3
495,6,50,2024-02-14,Whole Milk,Refrigerated,7,484,57.57,55.79,9.31,403,2,8.4
496,6,45,2024-02-15,Whole Milk,Refrigerated,7,439,55.71,55.0,10.44,390,3,7.9
497,6,73,2024-02-16,Whole Milk,Refrigerated,7,366,58.43,56.71,12.23,409,4,6.3
498,6,56,2024-02-17,Whole Milk,Refrigerated,7,700,55.71,56.36,9.81,390,5,12.6
499,6,65,2024-02-18,Whole Milk,Refrigerated,7,635,57.29,56.64,10.36,401,6,11.1
500,6,53,2024-02-19,Whole Milk,Refrigerated,7,582,55.71,56.43,10.0,390,0,10.4
501,6,50,2024-02-20,Whole Milk,Refrigerated,7,532,56.0,56.86,9.76,392,1,9.5
502,6,42,2024-02-21,Whole Milk,Refrigerated,7,490,54.86,56.21,10.98,384,2,8.9
503,6,46,2024-02-22,Whole Milk,Refrigerated,7,444,55.0,55.36,10.83,385,3,8.1
504,6,60,2024-02-23,Whole Milk,Refrigerated,7,384,53.14,55.79,7.97,372,4,7.2
505,6,58,2024-02-24,Whole Milk,Refrigerated,7,700,53.43,54.57,8.12,374,5,13.1
506,6,63,2024-02-25,Whole Milk,Refrigerated,7,637,53.14,55.21,7.67,372,6,12.0
507,6,36,2024-02-26,Whole Milk,Refrigerated,7,601,50.71,53.21,10.05,355,0,11.9
508,6,41,2024-02-27,Whole Milk,Refrigerated,7,560,49.43,52.71,10.71,346,1,11.3
509,6,39,2024-02-28,Whole Milk,Refrigerated,7,521,49.0,51.93,11.11,343,2,10.6
510,6,63,2024-02-29,Whole Milk,Refrigerated,7,458,51.43,53.21,12.15,360,3,8.9
511,6,68,2024-03-01,Whole Milk,Refrigerated,7,390,52.57,52.86,13.4,368,4,7.4
512,6,59,2024-03-02,Whole Milk,Refrigerated,7,700,52.71,53.07,13.47,369,5,13.3
513,6,52,2024-03-03,Whole Milk,Refrigerated,7,648,51.14,52.14,12.69,358,6,12.7
514,6,58,2024-03-04,Whole Milk,Refrigerated,7,590,54.29,52.5,10.92,380,0,10.9
515,6,50,2024-03-05,Whole Milk,Refrigerated,7,540,55.57,52.5,9.54,389,1,9.7
516,6,56,2024-03-06,Whole Milk,Refrigerated,7,484,58.0,53.5,6.19,406,2,8.3
517,6,48,2024-03-07,Whole Milk,Refrigerated,7,436,55.86,53.64,6.74,391,3,7.8
518,6,85,2024-03-08,Whole Milk,Refrigerated,7,351,58.29,55.43,12.47,408,4,6.0
519,6,71,2024-03-09,Whole Milk,Refrigerated,7,700,60.0,56.36,13.38,420,5,11.7
520,6,48,2024-03-10,Whole Milk,Refrigerated,7,652,59.43,55.29,13.85,416,6,11.0
521,6,46,2024-03-11,Whole Milk,Refrigerated,7,606,57.71,56.0,14.77,404,0,10.5
522,6,47,2024-03-12,Whole Milk,Refrigerated,7,559,57.29,56.43,15.07,401,1,9.8
523,6,46,2024-03-13,Whole Milk,Refrigerated,7,513,55.86,56.93,15.68,391,2,9.2
524,6,49,2024-03-14,Whole Milk,Refrigerated,7,464,56.0,55.93,15.6,392,3,8.3
525,6,0,2024-03-15,Whole Milk,Refrigerated,7,464,43.86,51.07,21.3,307,4,10.6
526,6,69,2024-03-16,Whole Milk,Refrigerated,7,395,43.57,51.79,20.89,305,5,9.1
527,6,71,2024-03-17,Whole Milk,Refrigerated,7,700,46.86,53.14,23.36,328,6,14.9
528,6,36,2024-03-18,Whole Milk,Refrigerated,7,664,45.43,51.57,23.73,318,0,14.6
529,6,55,2024-03-19,Whole Milk,Refrigerated,7,609,46.57,51.93,24.01,326,1,13.1
530,6,32,2024-03-20,Whole Milk,Refrigerated,7,577,44.57,50.21,24.64,312,2,12.9
531,6,41,2024-03-21,Whole Milk,Refrigerated,7,536,43.43,49.71,24.58,304,3,12.3
532,6,0,2024-03-22,Whole Milk,Refrigerated,7,536,43.43,43.64,24.58,304,4,12.3
533,6,76,2024-03-23,Whole Milk,Refrigerated,7,460,44.43,44.0,25.9,311,5,10.4
534,6,56,2024-03-24,Whole Milk,Refrigerated,7,404,42.29,44.57,23.88,296,6,9.6
535,6,43,2024-03-25,Whole Milk,Refrigerated,7,361,43.29,44.36,23.72,303,0,8.3
536,6,53,2024-03-26,Whole Milk,Refrigerated,7,700,43.0,44.79,23.57,301,1,16.3
537,6,71,2024-03-27,Whole Milk,Refrigerated,7,629,48.57,46.57,25.09,340,2,13.0
538,6,58,2024-03-28,Whole Milk,Refrigerated,7,571,51.0,47.21,25.06,357,3,11.2
539,6,54,2024-03-29,Whole Milk,Refrigerated,7,517,58.71,51.07,11.25,411,4,8.8
540,6,74,2024-03-30,Whole Milk,Refrigerated,7,443,58.43,51.43,10.75,409,5,7.6
541,7,0,2024-01-01,Yogurt,Refrigerated,14,560,0.0,0.0,0.0,0,0,999.0
542,7,24,2024-01-02,Yogurt,Refrigerated,14,536,12.0,12.0,16.97,24,1,44.7
543,7,21,2024-01-03,Yogurt,Refrigerated,14,515,15.0,15.0,13.08,45,2,34.3
544,7,27,2024-01-04,Yogurt,Refrigerated,14,488,18.0,18.0,12.25,72,3,27.1
545,7,21,2024-01-05,Yogurt,Refrigerated,14,467,18.6,18.6,10.69,93,4,25.1
546,7,27,2024-01-06,Yogurt,Refrigerated,14,440,20.0,20.0,10.16,120,5,22.0
547,7,20,2024-01-07,Yogurt,Refrigerated,14,420,20.0,20.0,9.27,140,6,21.0
548,7,26,2024-01-08,Yogurt,Refrigerated,14,394,23.71,20.75,3.04,166,0,16.6
549,7,16,2024-01-09,Yogurt,Refrigerated,14,378,22.57,20.22,4.2,158,1,16.7
550,7,25,2024-01-10,Yogurt,Refrigerated,14,353,23.14,20.7,4.22,162,2,15.3
551,7,24,2024-01-11,Yogurt,Refrigerated,14,329,22.71,21.0,3.9,159,3,14.5
552,7,14,2024-01-12,Yogurt,Refrigerated,14,315,21.71,20.42,5.12,152,4,14.5
553,7,23,2024-01-13,Yogurt,Refrigerated,14,292,21.14,20.62,4.63,148,5,13.8
554,7,28,2024-01-14,Yogurt,Refrigerated,14,560,22.29,21.14,5.25,156,6,25.1
555,7,20,2024-01-15,Yogurt,Refrigerated,14,540,21.43,22.57,5.03,150,0,25.2
556,7,22,2024-01-16,Yogurt,Refrigerated,14,518,22.29,22.43,4.42,156,1,23.2
557,7,19,2024-01-17,Yogurt,Refrigerated,14,499,21.43,22.29,4.39,150,2,23.3
558,7,15,2024-01-18,Yogurt,Refrigerated,14,484,20.14,21.43,4.81,141,3,24.0
559,7,21,2024-01-19,Yogurt,Refrigerated,14,463,21.14,21.43,3.98,148,4,21.9
560,7,30,2024-01-20,Yogurt,Refrigerated,14,433,22.14,21.64,5.21,155,5,19.6
561,7,28,2024-01-21,Yogurt,Refrigerated,14,405,22.14,22.21,5.21,155,6,18.3
562,7,0,2024-01-22,Yogurt,Refrigerated,14,405,19.29,20.36,9.93,135,0,21.0
563,7,18,2024-01-23,Yogurt,Refrigerated,14,387,18.71,20.5,9.86,131,1,20.7
564,7,17,2024-01-24,Yogurt,Refrigerated,14,370,18.43,19.93,9.88,129,2,20.1
565,7,20,2024-01-25,Yogurt,Refrigerated,14,350,19.14,19.64,9.77,134,3,18.3
566,7,33,2024-01-26,Yogurt,Refrigerated,14,317,20.86,21.0,11.11,146,4,15.2
567,7,27,2024-01-27,Yogurt,Refrigerated,14,290,20.43,21.29,10.75,143,5,14.2
568,7,0,2024-01-28,Yogurt,Refrigerated,14,290,16.43,19.29,12.53,115,6,17.7
569,7,18,2024-01-29,Yogurt,Refrigerated,14,560,19.0,19.14,10.23,133,0,29.5
570,7,21,2024-01-30,Yogurt,Refrigerated,14,539,19.43,19.07,10.24,136,1,27.7
571,7,11,2024-01-31,Yogurt,Refrigerated,14,528,18.57,18.5,10.72,130,2,28.4
572,7,23,2024-02-01,Yogurt,Refrigerated,14,505,19.0,19.07,10.85,133,3,26.6
573,7,31,2024-02-02,Yogurt,Refrigerated,14,474,18.71,19.79,10.44,131,4,25.3
574,7,28,2024-02-03,Yogurt,Refrigerated,14,446,18.86,19.64,10.57,132,5,23.6
575,7,21,2024-02-04,Yogurt,Refrigerated,14,425,21.86,19.14,6.54,153,6,19.4
